word,phonemes,label
accept,start AE K CH,EH
fii,start F,IH
excite,start EH K S CH,IH
necăjitei,start N EH K AX,ZH
bombat,start B OH M,B
întărim,start IX N T AX R IH,M
necăjește,start N EH K AX ZH,EH
întâlnesc,start IX N,T
perinee,start P EH,R
leg,start,L
ferocitate,start F EH R OH CH IH,T
mâncă,start M IX,N
fuseserăți,start F UW S EH S EH R,AX
pregătesc,start P R EH G AX T EH,S
citii,start T SH,IH
formeze,start F OH,R
dimineți,start D IH M,IH
întâlneai,start IX N T IX L N EH AE Y,stop
accelerai,start AE,K
formaseși,start F OH R M AE S,EH
tentaserăți,start T EH N T AE S EH,R
spovedita,start S P,OH
urinau,start UW R IH,N
alfabete,start AE,L
delimitase,start D EH L IH M,IH
sodomizarăți,start,S
intimidase,start IH N T IH M IH D,AE
mâncăm,start M IX N K,AX
comoară,start,K
călătorirăți,start K AX L,AX
paradoxul,start,P
plictiseală,start P L IH,K
scapi,start S,K
peștelui,start P,EH
ventilam,start V EH N T IH L AE,M
gripei,start G R,IH
morcov,start M OH R K OH,V
sunete,start S,UW
orientează,start OH R IH EH N T EH AE Z AX,stop
borte,start,B
detonat,start D,EH
propun,start P R,OH
traduceri,start T R AE D UW T SH,EH
adormim,start AE D OH R,M
expirai,start EH K S P IH R AE Y,stop
asexual,start AE S EH K S UW AE L,stop
mărturisi,start M AX R T UW,R
observa,start OH B S EH R V,AE
șantajatei,start SH AE N T,AE
luam,start L UW,AE
clinici,start K L IH N IH,CH
fiu,start F IH W,stop
fanteziei,start F AE N T EH,Z
zahărului,start Z AE HH AX,R
apocalipsul,start AE P OH K AE L IH P S UW,stop
lipsitei,start L IH P,S
designat,start,D
transpirase,start T R AE N S,P
zăpușite,start Z AX P UW,SH
costat,start K OH S T AE,T
primim,start,P
întâlneam,start IX N T IX L N,EH
veștejeau,start V EH SH T,EH
perineele,start P EH R IH N EH,L
vomitase,start V OH M,IH
serbai,start S EH R B AE Y,stop
torturarăți,start T OH R T UW R AE R AX,T
mărturisitul,start M AX R T UW,R
înzestrau,start IX N Z EH S,T
congelase,start K OH,N
este,start Y EH S,T
jucărie,start ZH UW K AX,R
transforma,start T R AE N S F OH R,M
călătorești,start K AX L AX T OH R EH SH T,stop
apologizam,start,AE
onorai,start OH N OH,R
justificam,start ZH UW S T IH F IH K AE M,stop
echidne,start EH K IH D,N
pornești,start P OH,R
întărirăm,start IX N T,AX
șoptitele,start SH OH,P
congelase,start K OH N JH EH L AE,S
futută,start F UW T UW T AX,stop
îmbunătățiră,start IX M B UW N AX T AX T S IH,R
deformase,start D EH F OH R,M
sărac,start S AX R,AE
delirați,start D EH L IH R,AE
peștelui,start P EH SH T EH L UW Y,stop
ubicuilor,start UW B IH K UW IH,L
alfabetele,start AE L F AE B,EH
prepari,start P R EH P AE,R
asimilase,start AE S,IH
armei,start AE R M EH Y,stop
fute,start F UW,T
gladiola,start G L AE D IH OH L AE,stop
analizaseră,start AE N AE L IH Z AE S EH R,AX
disponibilitate,start D IH S P OH N IH B IH L IH,T
creează,start K R,EH
folosita,start F OH,L
făceați,start F AX CH EH,AE
ejaculeze,start,EH
înzestrase,start IX N Z EH S T R AE,S
distrarăm,start,D
adoptase,start AE D,OH
abandonând,start AE,B
pițipoancă,start P IH T,S
stingi,start S T IH N JH,stop
excavă,start EH K,S
cititei,start CH IH T IH T EH Y,stop
frigi,start F R,IH
deranjaserăți,start D EH R AE,N
primisem,start,P
jaguari,start ZH AE,G
nenorocitule,start N EH N OH DX,OH
gândiseși,start G IX,N
dejugi,start D EH ZH UW JH,stop
lipsește,start L IH P S EH,SH
febra,start F EH,B
iluminase,start IH L UW M IH,N
penis,start P,EH
coste,start,K
infirme,start IH N F IH R M EH,stop
cenzurează,start CH EH N Z UW R EH AE,Z
plictisii,start P L IH K T,IH
brodez,start B,R
lituania,start L,IH
animalitate,start AE N,IH
răpeau,start R AX P,EH
șantajatul,start SH AE N T AE ZH,AE
cancere,start K AE N CH,EH
aprob,start AE P R OH B,stop
salamură,start S AE L,AE
neprotejat,start N EH P R OH T EH ZH,AE
majoritate,start M AE ZH OH,R
zăpușitele,start Z AX P UW SH,IH
fut,start F,UW
trebuia,start T R EH B UW Y,AE
delimitezi,start D,EH
asurzit,start AE S UW R Z IH,T
comunicase,start K OH,M
gândirăm,start G IX N D IH R AX M,stop
șoptisem,start SH OH P T IH S,EH
enigmatice,start EH N IH,G
secole,start S EH,K
terminasem,start T EH R,M
șantajezi,start SH AE,N
universitate,start UW N IH,V
monogamie,start M OH N OH G,AE
primise,start P R IH M,IH
șmecherie,start SH M EH K EH R IH,EH
recuperai,start R EH K UW P,EH
suplicai,start S,UW
circulam,start CH IH R K UW,L
bicla,start B IH K L AE,stop
torturezi,start,T
șantajul,start,SH
îmbunătățim,start IX M B UW N AX,T
artificializai,start AE R T IH F IH CH IH AE L,IH
clipe,start K L IH P,EH
stimulezi,start S T,IH
copleșitorului,start K,OH
deliră,start D EH L IH R,AX
digitalizase,start D IH JH IH T AE L IH Z AE,S
tace,start T AE,CH
spurce,start S P,UW
considere,start K OH N S,IH
abandonat,start AE,B
masturbat,start M AE S T,UW
dedu,start,D
condensase,start K OH N D,EH
funcționaseră,start F UW N K IH,OH
folosească,start F OH,L
controlai,start K OH N T R OH L,AE
abandonați,start AE B,AE
comunicase,start K OH M UW N IH K AE S EH,stop
cicatrice,start CH IH K AE T R IH CH,EH
mulțumii,start,M
spovedește,start S P OH V,EH
gânditul,start G,IX
oprisem,start OH P R IH S EH M,stop
crispez,start K R IH S P,EH
gândiseră,start G IX,N
pește,start P EH SH,T
prietenilor,start P R IH EH T EH,N
riscai,start R IH,S
potcoavă,start P OH,T
liberat,start L IH B EH R AE,T
torturaseși,start T OH R T UW R AE S EH,SH
extern,start EH K S T EH,R
macabrei,start M,AE
masturbaților,start M AE S T UW R B AE IH L,OH
coșmar,start K OH SH M AE,DX
indiscrete,start IH N,D
oară,start W AE DX,AX
specialitate,start S P EH CH IH AE,L
lucrul,start L UW,K
accelerezi,start AE K CH EH L EH,R
abandonarăți,start AE B AE N D OH,N
gravitând,start G R AE,V
iubite,start Y UW B,IH
prezervativ,start P R,EH
sorina,start S OH R,IH
valsez,start V AE L,S
pornograful,start,P
pornografiilor,start P OH R N OH G R AE F IH L OH,R
analizează,start AE N AE L IH Z EH AE,Z
călătoritul,start K AX,L
accelerație,start AE,K
stimulăm,start S T IH,M
delimitau,start D EH L,IH
șantajele,start SH AE N T,AE
mulțumiseși,start M UW L UW M IH S,EH
urinăm,start,UW
explica,start EH K S P L IH,K
refeci,start R EH F EH CH,stop
animam,start AE N IH,M
promitem,start P R OH M,IH
grăbii,start G R AX,B
îmbunătățirăm,start IX M B UW N AX T AX T S,IH
plictiseai,start P L IH K T,IH
clipei,start K L IH P,EH
slovenelor,start S L OH V EH N EH L OH,R
delimitau,start D EH L IH,M
familie,start F AE M,IH
cenzurau,start CH EH N Z UW,R
deranjează,start D EH R AE N ZH EH AE Z,AX
sfârșitele,start S F IX R SH IH T EH,L
sodomizaseră,start S OH D OH M IH Z AE S EH,R
zăpușiților,start Z AX P UW SH IH IH L,OH
negase,start N EH,G
delimităm,start D EH L IH M IH T,AX
constantinescu,start K OH N S T AE N,T
mutase,start M UW T AE S,EH
tune,start,T
funcționând,start F UW N,K
reformat,start R EH F OH R M AE T,stop
mărturiseam,start M AX R T UW R IH S EH,AE
dușmănitele,start D UW SH,M
adopte,start AE D OH P,T
mingi,start M IH N,JH
asurzita,start AE S UW R Z IH T,AE
veștejitele,start V EH SH T EH ZH IH T,EH
deranjarăm,start D EH R AE,N
necăjesc,start N EH K,AX
delimita,start D EH L IH M IH T AE,stop
accelerație,start AE K CH EH L EH,R
găsiserăți,start G AX S,IH
probam,start P R OH B AE M,stop
clădind,start K L AX D IH N,D
masturbatului,start M AE S T UW R B AE T UW L,UW
narcotiza,start N AE R K OH T IH Z AE,stop
discutai,start D IH,S
apocalipticelor,start,AE
mulțumitelor,start M UW,L
culoare,start K UW L OH,AE
visa,start V IH S AE,stop
velocitate,start,V
speculam,start S P EH K UW L AE,M
sodomizate,start S OH D OH,M
neglijez,start N EH G L IH,ZH
susuri,start S,UW
distrasem,start D IH S,T
vreau,start V R EH AE W,stop
trebuia,start T R,EH
șoptitelor,start,SH
pornirăm,start P OH R N IH,R
divinizase,start D IH V IH N IH Z,AE
suferi,start S,UW
creași,start K R,EH
opritelor,start OH P R IH T,EH
juiseze,start ZH UW IH S EH Z,EH
distrând,start D IH S T R,IX
flexibilitate,start F L EH K S IH B IH L IH T AE,T
subscrie,start S UW B,S
intervino,start IH N T,EH
bora,start,B
argumentase,start AE R,G
soli,start S,OH
mărturisea,start M,AX
circulase,start CH IH R K UW L AE S,EH
analizam,start AE N AE,L
omniprezențelor,start OH M N IH P R EH,Z
scrumiere,start S,K
franceză,start F R AE N,CH
folosită,start F OH L OH S IH T,AX
avansat,start AE V AE,N
supsesem,start S UW P,S
fumași,start F UW M AE,SH
pornesc,start P,OH
perseverat,start P EH R S EH V EH R AE T,stop
abilă,start AE B IH,L
asurzind,start AE S UW,R
modificase,start M OH,D
făcurăm,start F AX K UW R,AX
stimulaserăți,start S T IH M UW L AE S EH R AX,T
protestat,start P R OH T EH S,T
cultura,start,K
reintroduci,start R,EH
perfecte,start P EH R F EH,K
înjurătură,start IX N ZH,UW
ceara,start CH EH AE R AE,stop
indignat,start IH N D IH G N AE,T
determinat,start D EH T,EH
bem,start B,EH
pliat,start P,L
sfârșea,start S F IX,R
torturând,start T OH R T UW R,IX
spovediserăm,start S P OH,V
plictisirăți,start P L IH,K
mulțumitului,start M UW L UW M IH T,UW
numisem,start N,UW
plictiseam,start P L IH K T IH S Y,AE
ligament,start,L
șantajele,start SH AE N,T
vulvă,start V UW L V AX,stop
bicla,start B IH K,L
crapule,start K R AE,P
anonim,start AE N OH N,IH
sugeți,start,S
răpești,start R AX P EH SH,T
salvase,start S AE L V,AE
transformai,start T R AE N S F OH R M,AE
asurzea,start AE S UW,R
întăritul,start IX,N
baltic,start B,AE
dușmănitei,start,D
exilai,start EH,G
întristăm,start IX N T R IH S T AX M,stop
plictisiserăți,start P L IH K T IH S IH S EH R AX T S,stop
cenzurarăm,start CH EH N,Z
dictai,start D,IH
sodomizat,start S OH D OH M IH Z AE,T
grăbi,start,G
curez,start K UW R EH,Z
topea,start T,OH
surori,start S UW R,OH
plictisești,start P L IH K T,IH
lingură,start L,IH
evlaviosul,start,EH
accelerează,start AE K CH EH L EH R EH,AE
anusuri,start AE N UW,S
manechin,start M AE N EH K IH N,stop
pregătisem,start P R EH G AX,T
călinescu,start K,AX
ușile,start UW,SH
amarilisul,start AE M AE,R
calmai,start K AE L M AE,Y
numitelor,start,N
stimulez,start S T,IH
penar,start P,EH
aduce,start AE D UW T SH EH,stop
cenzurezi,start CH EH N Z UW R,EH
frecase,start F R EH,K
castron,start K AE S T DX OH N,stop
formatelor,start F OH R M AE T EH L OH,R
portocală,start,P
scrumierele,start S K R UW M IH EH R EH L EH,stop
mulțumită,start M UW L UW M IH,T
lipsită,start L,IH
trebuia,start T,R
exclami,start EH K S K,L
bando,start B AE N D OH,stop
opriseră,start OH P R IH,S
intui,start IH N T UW IH,stop
vorbiți,start V OH R,B
masculinitate,start M AE S K UW L IH N IH T AE T,EH
culturi,start K UW L T UW R,stop
multiplicat,start M UW L T IH P L IH K,AE
fistula,start F IH,S
necăjiții,start N EH,K
buzărnescu,start B UW Z AX R N,EH
banda,start B,AE
mulțumiți,start M UW L UW,M
necăjit,start,N
depilat,start D,EH
ceream,start CH EH R,EH
tatuajelor,start,T
mistificai,start M IH S T,IH
noastră,start N OH AE S,T
pansat,start P AE N,S
grăbirăți,start G R,AX
falei,start F AE,L
circulase,start CH IH R K UW L,AE
eroticelor,start EH,R
provocam,start P R OH V OH K AE,M
viețile,start V Y EH,T
tatuaseră,start T AE T,UW
delimitați,start D,EH
manechinului,start M,AE
bărbatului,start B AX R B,AE
designam,start,D
băiețași,start B AX Y,EH
zăpușiților,start Z AX P,UW
narcotica,start N AE DX,K
porno,start P OH R,N
eroticilor,start EH R OH T IH CH IH L OH,R
fuseseră,start F UW,S
gravitau,start G R AE V IH T AE,W
sângerăm,start S IX N JH,EH
limitai,start L IH M,IH
dezavantaj,start D,EH
vampiri,start V AE,M
cosmin,start K OH,S
minimalizam,start M IH N IH M AE L,IH
excavarăți,start EH K S K AE V AE R,AX
paralizai,start P AE R AE,L
ultime,start UW L,T
călătorie,start K AX L AX,T
mărturisiserăți,start M AX R T UW R IH S IH,S
fantezie,start F AE N,T
asurzesc,start AE S UW R,Z
pilotase,start P IH L,OH
continuat,start K OH N T IH N W AE T,stop
tentezi,start T EH N,T
șantajul,start SH AE N T AE ZH UW L,stop
republici,start R EH P,UW
întemeiat,start IX,N
damnez,start D AE M N EH,Z
expune,start EH,K
soporifer,start S OH P OH R IH F,EH
figuri,start F,IH
insulo,start,IH
finitate,start F IH N IH,T
oferi,start OH F EH R,stop
albaneză,start AE L B,AE
transpiram,start T R,AE
beregată,start B EH R EH,G
articulez,start AE R T IH,K
implicai,start IH,M
urinaseși,start UW R IH,N
ubicuul,start UW,B
ultimul,start UW L T IH M,UW
condamnez,start,K
formase,start F OH R M AE,S
designai,start D EH S,IH
armenia,start,AE
formele,start F OH,R
explicase,start EH K S P L IH,K
primitei,start P R IH,M
atmosferă,start AE T M,OH
cloaca,start K,L
confundat,start K OH N F UW,N
poziție,start P OH Z,IH
armai,start AE R M AE Y,stop
găsiților,start G,AX
frecai,start F,R
crucificai,start K R UW CH IH F,IH
hămesi,start HH AX,M
anulase,start AE N,UW
observat,start OH B S EH R V AE T,stop
alteram,start AE L T EH R AE M,stop
capacitate,start,K
formasem,start F OH R M AE S EH M,stop
plictisești,start P,L
voastră,start V,OH
fostă,start F OH S,T
fonetica,start F OH,N
pitoresc,start P IH T OH,R
digitalizam,start D IH JH IH T AE L IH Z AE M,stop
neutra,start,N
cercat,start CH EH R K AE T,stop
aspirat,start AE S P,IH
somasem,start S,OH
înțeleg,start IX N,EH
dănuț,start D AX,N
ion,start,IH
aspirat,start AE S,P
conjuge,start K OH N ZH UW G,EH
vorbești,start V OH R,B
sodomizatele,start S OH D OH M,IH
primeați,start P R IH M Y AE T S,stop
iluzoriii,start,IH
călătoriserăți,start,K
fata,start F AE,T
cururi,start K,UW
alcool,start AE L K OH OH L,stop
răpi,start R AX P IH,stop
ști,start SH T,IH
absorbi,start AE B S,OH
citadelo,start,CH
inundam,start IH N UW N,D
alarmam,start AE L,AE
mulțumeau,start M UW L UW M EH,AE
păltineni,start P L T IH,N
urbanizam,start UW R,B
urinași,start UW R IH,N
șantajaserăți,start SH AE N,T
ejacularăm,start EH ZH AE K,UW
orientasem,start OH R IH EH N T,AE
nălucii,start N AX L UW,T
hidrogenam,start HH IH D,R
pregătiții,start P R,EH
mulțumiseși,start M UW L UW M IH S EH SH,stop
creangă,start K R EH AE NG G AX,stop
apocalipticii,start AE P OH K,AE
feso,start F,EH
eroticii,start EH R OH,T
câștigat,start K IX SH T IH G AE,T
purificat,start P UW,R
vaci,start V AE,CH
sodomizase,start S OH D OH,M
exercit,start EH G Z EH R CH IH T,stop
oarfăn,start W AE DX F AX,N
copiat,start K OH P Y AE T,stop
părintesc,start P AX R IH N T EH,S
întăriserăm,start IX N T AX R IH S EH,R
străluci,start S T R AX L UW,T
culturi,start K,UW
slovenă,start S L,OH
ubicuele,start UW B IH K UW EH L EH,stop
întâlneam,start IX N T IX L N EH,AE
considerai,start K OH N S IH D,EH
belea,start B EH L,EH
prea,start P R EH AE,stop
invalidez,start IH N V AE,L
gladiola,start G,L
ferocitate,start F EH R OH CH,IH
zăpușim,start Z AX P UW SH IH M,stop
documentez,start D,OH
consideram,start K OH N S,IH
șantajaseși,start,SH
faptele,start F AE P T EH,L
distrat,start D IH S,T
îmbunătățeați,start IX M B UW N AX T AX T S EH AE T S,stop
spaniolește,start S P AE N IH OH L EH SH T,EH
primite,start P R IH M IH T EH,stop
felație,start F EH L AE T,S
fuseseși,start F UW S EH S,EH
sângeros,start S,IX
fiare,start F Y AE,R
dansat,start D AE N,S
plictisitelor,start,P
răpești,start,R
celebrai,start CH EH,L
designez,start D EH S,IH
moldovenesc,start M OH L D OH V EH N,EH
închide,start IX N,K
estimam,start EH S T IH,M
articulez,start AE R T IH K UW L EH,Z
stimuleze,start S T IH M,UW
exprimai,start,EH
rupem,start,R
zăpușitele,start Z AX,P
primească,start P R,IH
tuni,start,T
eroticilor,start EH R OH,T
îmbunătățitul,start IX M B UW N AX T AX IH,T
deschis,start D EH S K IH,S
primiserăți,start P R,IH
transformat,start T R AE N S F OH,R
regele,start R EH JH EH L EH,stop
capitale,start K AE P IH T AE L,EH
transpire,start T R AE N S,P
fetele,start F EH T EH L,EH
scălda,start S K AX,L
plictisiseră,start P L IH K T IH S IH S,EH
alinăm,start AE L IH N AX M,stop
frecaserăm,start F,R
procedam,start P R OH CH EH D AE,M
controlăm,start K OH N T R,OH
răpitele,start R AX P IH,T
clinica,start K L IH N,IH
către,start K,AX
tatuează,start T AE T UW Y AE Z AX,stop
opriserăți,start OH,P
câștigăm,start K IX SH T IH G AX,M
localitate,start L OH,K
antonescu,start AE N T OH N EH S K,UW
futuților,start F UW T UW IH L OH,R
zăpușind,start,Z
fundam,start F UW,N
invitai,start IH N V,IH
omul,start OH M,UW
continente,start K OH N T IH N EH N T,EH
călătorisem,start,K
macedonean,start M AE CH EH D OH N EH AE N,stop
sfârși,start S F,IX
abandonară,start AE B AE N D OH N AE R AX,stop
șantajarăm,start SH AE,N
stimulam,start S T IH M,UW
masturbata,start,M
gustase,start G UW S T,AE
popularitate,start P,OH
hibernat,start HH IH B,EH
mărturiseai,start M AX R T UW,R
găsită,start,G
veștejiseră,start V EH SH T EH ZH IH S,EH
adaptabilitate,start AE D AE P T AE B IH L IH T AE,T
cântând,start K IX N T IX N,D
călătoriseră,start K AX L AX T OH R IH S EH R,AX
paradoxului,start P AE R AE D OH K S UW L,UW
delimitaseră,start D EH L IH,M
beregate,start B EH R EH,G
creând,start,K
rege,start R EH,JH
dușmăni,start D,UW
sfârșiră,start S,F
omniprezență,start OH M N IH P R,EH
abund,start AE B,UW
zăpușească,start Z AX P UW SH,Y
faptului,start F AE P T UW L,UW
mâncând,start M IX N K,IX
șase,start SH AE,S
acum,start AE,K
imputam,start IH M P UW,T
purta,start,P
pusei,start P UW S EH Y,stop
dușmănea,start D UW SH M AX,N
deranjai,start D,EH
macabrul,start M AE K,AE
plictiseam,start P L,IH
ejaculând,start EH ZH AE K UW L IX N D,stop
vaccinai,start V AE,K
teama,start,T
tutelai,start T UW T EH L AE Y,stop
plictisiserăm,start P L IH K T IH S IH S EH R,AX
urinez,start UW,R
primitul,start P R,IH
reabilitam,start R EH AE B IH L IH,T
pară,start P AE R,AX
respiram,start R EH S P IH,R
hiba,start,HH
marcase,start M AE,R
pornit,start P OH R N IH T,stop
pavam,start P,AE
sfârșim,start S F IX,R
exemplelor,start EH,G
protejaseși,start P R OH T EH ZH AE S EH SH,stop
murmuram,start M UW R M UW R AE,M
zahărului,start Z AE,HH
evi,start,EH
pregătitului,start P R EH G AX T IH T,UW
articulase,start AE R T,IH
folosește,start F OH L OH S EH,SH
gânditul,start,G
compensase,start K OH M P EH N,S
buhă,start B,UW
argumentez,start AE R G UW M EH N T,EH
abundase,start AE B UW,N
plictisesc,start P L IH K T IH S,EH
destupe,start D,EH
trei,start T R EH,Y
sfârșirăm,start S F IX R SH IH,R
întâlnisem,start IX N T IX L N IH S,EH
spovediseră,start S P,OH
întâlnisem,start IX N T IX L N IH,S
plictiseală,start P L IH K T IH S EH AE,L
tatuai,start T AE T,UW
digitalizase,start D IH JH IH,T
lipsii,start L,IH
taților,start T AE IH L OH,R
înclinație,start IX NG K L IH N AE IH EH,stop
reformam,start R EH,F
celebram,start CH EH L EH B R AE,M
complexități,start OH M P L EH K S IH T AX,stop
zonele,start Z OH N,EH
înzestrai,start IX N Z EH S T R,AE
masturbați,start M,AE
fracturam,start F R AE K T UW R,AE
șantajate,start SH AE N T AE,ZH
biofizică,start B IH OH F,IH
zăpușiserăm,start Z AX P UW SH IH S,EH
reintroduci,start R EH,IH
mărturisiților,start M AX R,T
orientaseși,start OH R IH EH N T AE S,EH
copia,start K OH,P
împărăteasă,start IX M P AX R AX T EH AE,S
republica,start R EH,P
disponibil,start D IH S,P
lipsită,start L IH P,S
faptele,start F AE P T EH L EH,stop
zăpușea,start,Z
gândiși,start G,IX
